chain,query_id,question,language,item_title,relevant_count,recall@5,recall@10,recall@20,precision@5,precision@10,precision@20,hit@5,hit@10,hit@20,ndcg@5,ndcg@10,ndcg@20,mrr,first_relevant_rank,retrieved_detail
bottom_up,q002,在Skill管理中，两阶段调用的第一阶段应检索多少个最相关的Skill,zh,面试常见问题,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:95ce1fc4...(0.8632) |  #2:49cbeb99...(0.7456) |  #3:9bd8d97a...(0.7329) |  #4:be865ef7...(0.7079) |  #5:77e253e7...(0.6940) |  #6:0a983328...(0.6889) |  #7:3dcb4c24...(0.6758) |  #8:65291676...(0.6568) |  #9:99887fcf...(0.6393) |  #10:7f837269...(0.6193) |  #11:a87597be...(0.6133) |  #12:55c76298...(0.6065) |  #13:1f62beea...(0.5908) |  #14:a06d5f37...(0.5904)
bottom_up,q003,What is the LLM-as-a-Judge evaluation method and how does it work,en,面试常见问题,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:7c362dea...(0.9021) |  #2:0a983328...(0.8740) |  #3:bc6f2774...(0.7688) |  #4:55c76298...(0.7531) |  #5:77e253e7...(0.7435) |  #6:996a3b64...(0.6707) |  #7:9bd8d97a...(0.6682) |  #8:67fa8fd0...(0.6602) |  #9:f49041e1...(0.6529) |  #10:7a8a2f37...(0.6511) |  #11:760beb4d...(0.6431) |  #12:a77d5fe1...(0.6351) |  #13:7f837269...(0.6071) |  #14:3d3124c8...(0.4907) |  #15:3dcb4c24...(0.4412)
bottom_up,q004,What is the core of Gemini CLI design and what are its optimization points,en,面试常见问题,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:3dcb4c24...(0.9265) |  #2:0890a31a...(0.6148) |  #3:bc6f2774...(0.6081) |  #4:c7b37408...(0.5860) |  #5:7f837269...(0.4421) |  #6:5e876c0c...(0.4403) |  #7:a96a0bd4...(0.4254) |  #8:760beb4d...(0.3990) |  #9:24f49a0c...(0.3975) |  #10:9bd8d97a...(0.3975) |  #11:99887fcf...(0.3950) |  #12:88bcf776...(0.3950) |  #13:be865ef7...(0.3925)
bottom_up,q005,"What is the recommended workflow for beginners when fine-tuning a model, according to the document",en,大模型微调指南,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:ca850b02...(0.7646) |  #2:760beb4d...(0.7615) |  #3:7a8a2f37...(0.7484) |  #4:a96a0bd4...(0.7344) |  #5:f49041e1...(0.7225) |  #6:55c76298...(0.7094) |  #7:15df4c6f...(0.6904) |  #8:95ce1fc4...(0.6527) |  #9:057b630a...(0.5097) |  #10:b8dd3beb...(0.5021)
bottom_up,q006,LangSmith链路可观测的核心价值有哪些？请结合文档举例说明如何通过它定位RAG系统中的问题。,zh,面试常见问题,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:bc6f2774...(0.9181) |  #2:7f837269...(0.8448) |  #3:bf92531b...(0.8364) |  #4:a06d5f37...(0.8165) |  #5:0a983328...(0.8158) |  #6:24f49a0c...(0.7831) |  #7:7c362dea...(0.7815) |  #8:c2ca6f6a...(0.7728) |  #9:77e253e7...(0.7727) |  #10:a87597be...(0.7712) |  #11:15df4c6f...(0.7560) |  #12:1f62beea...(0.7480) |  #13:56762f0a...(0.7453) |  #14:95ce1fc4...(0.7393) |  #15:65291676...(0.7391) |  #16:685631cc...(0.7362)
bottom_up,q007,在GRPO训练中，思考长度与答案正确性之间存在怎样的相关性？请结合短期与长期奖励、探索与利用以及任务复杂度等方面进行解释。,zh,好未来,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:0c3fd6f7...(0.9684) |  #2:38f5e47d...(0.9683) |  #3:88bcf776...(0.7644) |  #4:1f2f4747...(0.7447) |  #5:7a8a2f37...(0.4235)
bottom_up,q008,What is the effective date of the C/C++ coding standard document,en,C++编码规范V01.00,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:1cab8a39...(0.7620) |  #2:17262962...(0.7334) |  #3:0265a7d3...(0.6844) |  #4:4047afa3...(0.6742) |  #5:9a0635f7...(0.6676) |  #6:c5b87c53...(0.6335) |  #7:fb81fe95...(0.5550) |  #8:ed1a1585...(0.4857) |  #9:c7b37408...(0.4784) |  #10:d6bf5e42...(0.4733) |  #11:e455a3de...(0.4491)
bottom_up,q009,PPO算法中用于限制策略更新幅度的clip范围通常设为多少,zh,好未来,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:88bcf776...(0.8848) |  #2:1f2f4747...(0.7664) |  #3:996a3b64...(0.7565) |  #4:0c3fd6f7...(0.7326) |  #5:38f5e47d...(0.5014) |  #6:1c47194f...(0.4658)
bottom_up,q010,在文本分类任务的最小可行方案中，推荐的数据量是多少,zh,大模型微调指南,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:f49041e1...(0.8968) |  #2:760beb4d...(0.8461) |  #3:15df4c6f...(0.6800) |  #4:3d3124c8...(0.5294) |  #5:1c47194f...(0.4834) |  #6:0a983328...(0.4699) |  #7:6d669434...(0.4588) |  #8:66e3e8e5...(0.4570) |  #9:685631cc...(0.4495)
bottom_up,q011,策略迭代和值迭代的主要区别是什么,zh,好未来,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:996a3b64...(0.9096) |  #2:1c47194f...(0.4580) |  #3:24f49a0c...(0.4528) |  #4:4a805af6...(0.4487) |  #5:685631cc...(0.4359) |  #6:0c3fd6f7...(0.4161) |  #7:34f229bb...(0.4144) |  #8:67fa8fd0...(0.4111) |  #9:95ce1fc4...(0.4078) |  #10:3dcb4c24...(0.4043) |  #11:38f5e47d...(0.4036)
bottom_up,q012,根据C++编码规范，数据库表存储引擎必须使用什么,zh,C++编码规范V01.00,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:fb81fe95...(0.8853) |  #2:17262962...(0.8273) |  #3:4047afa3...(0.7739) |  #4:1cab8a39...(0.7358) |  #5:a96a0bd4...(0.7086) |  #6:9a0635f7...(0.7019) |  #7:ed1a1585...(0.6906) |  #8:0265a7d3...(0.6774) |  #9:7a8a2f37...(0.6443) |  #10:c5b87c53...(0.6242) |  #11:d6bf5e42...(0.5142)
bottom_up,q013,在Python编码规范中，当函数参数过多时，文档推荐使用哪种方式来封装参数,zh,python_coding_standards,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:09081604...(0.9247) |  #2:e92f5999...(0.9196) |  #3:9a0635f7...(0.8676) |  #4:c5b87c53...(0.7989) |  #5:1cab8a39...(0.7841) |  #6:34f229bb...(0.7673)
bottom_up,q014,处理Tavily返回的超长内容时，Map-Reduce策略具体包含哪三个核心阶段,zh,面试常见问题,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:56762f0a...(0.8312) |  #2:3d3124c8...(0.7997) |  #3:0a983328...(0.7665) |  #4:99887fcf...(0.7393) |  #5:4fff061b...(0.6649) |  #6:bf92531b...(0.6522) |  #7:685631cc...(0.6499) |  #8:55c76298...(0.6444) |  #9:a96a0bd4...(0.6370) |  #10:2ca6c71c...(0.6163) |  #11:77e253e7...(0.5606) |  #12:a87597be...(0.5439) |  #13:be865ef7...(0.4995)
bottom_up,q015,在大模型微调中，评估指标应当如何正确组合使用,zh,大模型微调指南,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:b8dd3beb...(0.8644) |  #2:f49041e1...(0.8536) |  #3:7a8a2f37...(0.8450) |  #4:760beb4d...(0.8118) |  #5:bc6f2774...(0.7926) |  #6:15df4c6f...(0.7864)
bottom_up,q016,在Transformer模型的解码优化中，束搜索（Beam Search）是如何工作的,zh,好未来,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:ca850b02...(0.8927) |  #2:4fff061b...(0.8588) |  #3:88bcf776...(0.7946) |  #4:c3507937...(0.7524) |  #5:b8dd3beb...(0.7519) |  #6:3dcb4c24...(0.7484) |  #7:67fa8fd0...(0.7378) |  #8:bc6f2774...(0.7276) |  #9:56762f0a...(0.7261) |  #10:c49ff211...(0.7119) |  #11:3d3124c8...(0.7065) |  #12:0a983328...(0.7054) |  #13:7a8a2f37...(0.6874)
bottom_up,q017,在好未来的面经中，为什么选择用高斯分布初始化A，而不是让A为0,zh,好未来,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:ca850b02...(0.7189) |  #2:38f5e47d...(0.6462) |  #3:c3507937...(0.5265) |  #4:2242b6bd...(0.5042) |  #5:77e253e7...(0.4445) |  #6:4a805af6...(0.4352) |  #7:d6bf5e42...(0.4179) |  #8:1c47194f...(0.3979) |  #9:057b630a...(0.3966) |  #10:c7b37408...(0.3945) |  #11:7a8a2f37...(0.3929) |  #12:0265a7d3...(0.3905) |  #13:15df4c6f...(0.3871) |  #14:66e3e8e5...(0.3850)
bottom_up,q018,lora_dropout的默认值是多少,zh,大模型微调指南,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:0265a7d3...(0.7941) |  #2:ed1a1585...(0.7174) |  #3:fb81fe95...(0.6396) |  #4:c7b37408...(0.6309) |  #5:66e3e8e5...(0.5502) |  #6:2242b6bd...(0.4818) |  #7:c3507937...(0.4807) |  #8:1c47194f...(0.4698) |  #9:15df4c6f...(0.4572) |  #10:0890a31a...(0.4525) |  #11:7a8a2f37...(0.4358) |  #12:f49041e1...(0.4341)
bottom_up,q019,BLEU指标在评估大模型生成的答案时，其核心逻辑是什么,zh,面试常见问题,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:c2ca6f6a...(0.8916) |  #2:a77d5fe1...(0.8178) |  #3:24f49a0c...(0.7717) |  #4:99887fcf...(0.7685) |  #5:67fa8fd0...(0.6319) |  #6:057b630a...(0.4692) |  #7:1c47194f...(0.4636) |  #8:9bd8d97a...(0.4547) |  #9:f49041e1...(0.4543) |  #10:0a983328...(0.4537) |  #11:7a8a2f37...(0.4480) |  #12:760beb4d...(0.4326)
bottom_up,q020,"What is the rule regarding the use of spaces after keywords like if, for, and while",en,C++编码规范V01.00,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:d6bf5e42...(0.8073) |  #2:1cab8a39...(0.6828) |  #3:c7b37408...(0.6246) |  #4:ed1a1585...(0.5683) |  #5:2ca6c71c...(0.5228) |  #6:a96a0bd4...(0.4693) |  #7:09081604...(0.4399) |  #8:9bd8d97a...(0.3975) |  #9:e455a3de...(0.3945)
bottom_up,q021,PreNorm和PostNorm在定义和优缺点上有什么区别,zh,好未来,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:c8b79ea1...(0.9522) |  #2:d6bf5e42...(0.6208) |  #3:2242b6bd...(0.4387) |  #4:c3507937...(0.4340) |  #5:9a0635f7...(0.3827) |  #6:e455a3de...(0.3815) |  #7:0265a7d3...(0.3814) |  #8:ed1a1585...(0.3811) |  #9:1c47194f...(0.3749) |  #10:a96a0bd4...(0.3711) |  #11:c7b37408...(0.3706) |  #12:c5b87c53...(0.3635) |  #13:1f2f4747...(0.3631)
bottom_up,q022,在RAG系统中，递归字符分块策略适用于哪些场景,zh,面试常见问题,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:c49ff211...(0.8936) |  #2:607433ef...(0.8828) |  #3:a87597be...(0.8415) |  #4:0a983328...(0.8211) |  #5:bf92531b...(0.8069) |  #6:a06d5f37...(0.8005) |  #7:15df4c6f...(0.7940) |  #8:685631cc...(0.7831) |  #9:24f49a0c...(0.7825) |  #10:1f62beea...(0.7672) |  #11:7c362dea...(0.7641) |  #12:95ce1fc4...(0.7622) |  #13:65291676...(0.7612) |  #14:c2ca6f6a...(0.7580) |  #15:99887fcf...(0.7563) |  #16:77e253e7...(0.7380) |  #17:56762f0a...(0.7294) |  #18:bc6f2774...(0.7205) |  #19:be865ef7...(0.7138)
bottom_up,q023,C++编码规范中建议使用什么结构来防止头文件被重复引用,zh,C++编码规范V01.00,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:1cab8a39...(0.8005) |  #2:17262962...(0.7864) |  #3:4047afa3...(0.7390) |  #4:0265a7d3...(0.7370) |  #5:9a0635f7...(0.7043) |  #6:c5b87c53...(0.6810) |  #7:fb81fe95...(0.5798) |  #8:d6bf5e42...(0.5212) |  #9:ed1a1585...(0.5187)
bottom_up,q024,在文档更新策略中，当发现同名文档但 Hash 改变时，系统会执行哪些操作,zh,面试常见问题,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:bf92531b...(0.9083) |  #2:9bd8d97a...(0.8907) |  #3:0265a7d3...(0.7525) |  #4:a87597be...(0.7456) |  #5:be865ef7...(0.7453) |  #6:685631cc...(0.7400) |  #7:65291676...(0.7151) |  #8:1f62beea...(0.7131) |  #9:bc6f2774...(0.6621) |  #10:55c76298...(0.6383) |  #11:a77d5fe1...(0.6351) |  #12:0a983328...(0.6343) |  #13:99887fcf...(0.6265) |  #14:7f837269...(0.6212)
bottom_up,q025,在检索结果与问题不相关时，应该采取哪些措施来防止模型胡编乱造,zh,面试常见问题,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:65291676...(0.8471) |  #2:77e253e7...(0.8037) |  #3:56762f0a...(0.8011) |  #4:9bd8d97a...(0.7846) |  #5:a77d5fe1...(0.7418) |  #6:1f62beea...(0.7254) |  #7:3dcb4c24...(0.7211) |  #8:0a983328...(0.7018) |  #9:7f837269...(0.6515) |  #10:95ce1fc4...(0.6493) |  #11:55c76298...(0.6469)
bottom_up,q026,What should be done immediately after allocating memory with malloc or new according to the C++ coding standard,en,C++编码规范V01.00,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:c5b87c53...(0.8729) |  #2:5e876c0c...(0.7209) |  #3:34f229bb...(0.7153) |  #4:7f837269...(0.7141) |  #5:1cab8a39...(0.6684) |  #6:7a8a2f37...(0.6475) |  #7:17262962...(0.6397) |  #8:9a0635f7...(0.6323) |  #9:0265a7d3...(0.6007) |  #10:e455a3de...(0.5759)
bottom_up,q027,"What is the section number for ""函数设计"" in the C/C++ development specification according to the document",en,C++编码规范V01.00,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:17262962...(0.8514) |  #2:0265a7d3...(0.8387) |  #3:1cab8a39...(0.8223) |  #4:c5b87c53...(0.7737) |  #5:9a0635f7...(0.7432) |  #6:09081604...(0.7302) |  #7:4047afa3...(0.7011) |  #8:c7b37408...(0.6085) |  #9:fb81fe95...(0.5665) |  #10:e455a3de...(0.5645) |  #11:ed1a1585...(0.5611) |  #12:d6bf5e42...(0.5378)
bottom_up,q028,RAG架构中的HyDE技术是如何缓解提问与文档表述的语义鸿沟的,zh,面试常见问题,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:9bd8d97a...(0.9147) |  #2:1f62beea...(0.8839) |  #3:bf92531b...(0.8224) |  #4:0a983328...(0.7961) |  #5:685631cc...(0.7919) |  #6:a06d5f37...(0.7916) |  #7:a87597be...(0.7895) |  #8:95ce1fc4...(0.7851) |  #9:65291676...(0.7808) |  #10:77e253e7...(0.7762) |  #11:24f49a0c...(0.7690) |  #12:15df4c6f...(0.7657) |  #13:7c362dea...(0.7584) |  #14:99887fcf...(0.7493) |  #15:c2ca6f6a...(0.7484) |  #16:56762f0a...(0.7483) |  #17:2ca6c71c...(0.7168) |  #18:34f229bb...(0.7017)
bottom_up,q029,根据Git提交规范，'refactor'类型代表什么含义,zh,python_coding_standards,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:a96a0bd4...(0.8696) |  #2:e92f5999...(0.8015) |  #3:c7b37408...(0.7725)
bottom_up,q030,"What are the key differences between Tavily and Bing MCP / Bing Search API in terms of design intent, data purity, and MCP integration",en,面试常见问题,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:56762f0a...(0.7995) |  #2:3dcb4c24...(0.7677) |  #3:49cbeb99...(0.7513) |  #4:9bd8d97a...(0.7304) |  #5:77e253e7...(0.7270) |  #6:1f62beea...(0.6932) |  #7:09081604...(0.6835) |  #8:be865ef7...(0.6771) |  #9:0890a31a...(0.6674) |  #10:3d3124c8...(0.6565) |  #11:65291676...(0.6486) |  #12:996a3b64...(0.6425) |  #13:fb81fe95...(0.6405)
bottom_up,q031,在评估RAG系统时，建议按照哪五个步骤进行,zh,好未来,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:24f49a0c...(0.9179) |  #2:0a983328...(0.8817) |  #3:a06d5f37...(0.8523) |  #4:bf92531b...(0.8289) |  #5:77e253e7...(0.7901) |  #6:7c362dea...(0.7718) |  #7:a87597be...(0.7651) |  #8:c2ca6f6a...(0.7629) |  #9:1f62beea...(0.7534) |  #10:15df4c6f...(0.7368) |  #11:685631cc...(0.7336) |  #12:99887fcf...(0.7255) |  #13:65291676...(0.7023) |  #14:a77d5fe1...(0.6988)
bottom_up,q032,在Plan-and-Solve模式中，任务被分解成什么结构来确保工程鲁棒性,zh,面试常见问题,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:aa888d1d...(0.9399) |  #2:95ce1fc4...(0.4125) |  #3:c5b87c53...(0.3996) |  #4:55c76298...(0.3988) |  #5:4a805af6...(0.3945) |  #6:e92f5999...(0.3944) |  #7:f49041e1...(0.3922) |  #8:be865ef7...(0.3897) |  #9:15df4c6f...(0.3868) |  #10:7be20f1e...(0.3861) |  #11:77e253e7...(0.3860) |  #12:c7b37408...(0.3860)
bottom_up,q033,请问在Agent记忆系统中，短期记忆和长期记忆分别对应哪些技术实现,zh,面试常见问题,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:685631cc...(0.9478) |  #2:3dcb4c24...(0.8736) |  #3:7be20f1e...(0.8056) |  #4:95ce1fc4...(0.7970) |  #5:bf92531b...(0.7909) |  #6:aa888d1d...(0.7409) |  #7:2ca6c71c...(0.6991) |  #8:7f837269...(0.6411) |  #9:4fff061b...(0.5496)
bottom_up,q034,vLLM Profiling的主要目的是什么,zh,好未来,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:0890a31a...(0.9612) |  #2:c3507937...(0.5343) |  #3:2242b6bd...(0.5245) |  #4:bc6f2774...(0.4989) |  #5:7c362dea...(0.4585) |  #6:2ca6c71c...(0.4221) |  #7:1f62beea...(0.4195) |  #8:55c76298...(0.4186) |  #9:685631cc...(0.4149) |  #10:15df4c6f...(0.4095) |  #11:3d3124c8...(0.4076) |  #12:56762f0a...(0.4012) |  #13:7f837269...(0.3970) |  #14:66e3e8e5...(0.3929)
bottom_up,q035,What is the execution order of `__new__` and `__init__` when creating an object in Python,en,面试常见问题,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:7f837269...(0.9180) |  #2:5e876c0c...(0.9161) |  #3:34f229bb...(0.8968) |  #4:09081604...(0.6913) |  #5:c7b37408...(0.6831) |  #6:a96a0bd4...(0.6708) |  #7:c5b87c53...(0.6564)
bottom_up,q036,为什么要引入 LangGraph,zh,面试常见问题,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:7f837269...(0.9089) |  #2:95ce1fc4...(0.5426) |  #3:aa888d1d...(0.5142) |  #4:1f62beea...(0.4785) |  #5:607433ef...(0.4518) |  #6:c49ff211...(0.4433) |  #7:bc6f2774...(0.4432) |  #8:a87597be...(0.4246) |  #9:fb81fe95...(0.4148) |  #10:9bd8d97a...(0.4088) |  #11:3d3124c8...(0.4077)
bottom_up,q037,GRPO 是如何通过 KL 正则化和熵正则化间接影响智能体思考长度的,zh,好未来,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:38f5e47d...(0.9292) |  #2:0c3fd6f7...(0.9229) |  #3:88bcf776...(0.8780) |  #4:1f2f4747...(0.8763) |  #5:996a3b64...(0.4235)
bottom_up,q038,GRPO和PPO在更新机制上的主要区别是什么,zh,好未来,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:1f2f4747...(0.9068) |  #2:88bcf776...(0.8760) |  #3:0c3fd6f7...(0.8482) |  #4:38f5e47d...(0.8039) |  #5:996a3b64...(0.6978)
bottom_up,q039,Python编程规范中推荐使用哪种工具进行代码格式化？并说明行宽限制是多少,zh,python_coding_standards,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:e92f5999...(0.8356) |  #2:a96a0bd4...(0.8168) |  #3:09081604...(0.7948) |  #4:c7b37408...(0.7681) |  #5:c5b87c53...(0.6970)
bottom_up,q040,如何使用T5模型进行束搜索解码,zh,好未来,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:ca850b02...(0.8838) |  #2:4fff061b...(0.7998) |  #3:3dcb4c24...(0.7466) |  #4:67fa8fd0...(0.7104) |  #5:56762f0a...(0.6505) |  #6:bc6f2774...(0.6159) |  #7:3d3124c8...(0.5593) |  #8:685631cc...(0.5126) |  #9:66e3e8e5...(0.4096) |  #10:9bd8d97a...(0.4042) |  #11:7a8a2f37...(0.3999) |  #12:996a3b64...(0.3984)
bottom_up,q041,静态文档和动态交互作为数据源有什么区别,zh,面试常见问题,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:34f229bb...(0.8224) |  #2:685631cc...(0.7582) |  #3:fb81fe95...(0.4458) |  #4:a87597be...(0.4427) |  #5:9bd8d97a...(0.4403) |  #6:3dcb4c24...(0.4350) |  #7:e455a3de...(0.4286) |  #8:bf92531b...(0.4267) |  #9:4a805af6...(0.4206) |  #10:55c76298...(0.4196) |  #11:65291676...(0.4187) |  #12:0265a7d3...(0.4158) |  #13:95ce1fc4...(0.4146) |  #14:a96a0bd4...(0.4095) |  #15:b8dd3beb...(0.4090)
bottom_up,q042,在C++编码规范中，修饰符*和&应当紧靠什么位置,zh,C++编码规范V01.00,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:e455a3de...(0.9492) |  #2:1cab8a39...(0.7484) |  #3:d6bf5e42...(0.7423) |  #4:17262962...(0.7034) |  #5:9a0635f7...(0.6702) |  #6:0265a7d3...(0.6680) |  #7:c5b87c53...(0.5321) |  #8:fb81fe95...(0.5240)
bottom_up,q043,在NDCG指标中，IDCG代表什么？它的作用是什么,zh,面试常见问题,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:a06d5f37...(0.8882) |  #2:a77d5fe1...(0.8821) |  #3:1cab8a39...(0.4000) |  #4:aa888d1d...(0.3950) |  #5:f49041e1...(0.3781) |  #6:1c47194f...(0.3689) |  #7:bc6f2774...(0.3629) |  #8:55c76298...(0.3608) |  #9:7f837269...(0.3581) |  #10:e455a3de...(0.3489) |  #11:66e3e8e5...(0.3458)
bottom_up,q044,在RAG系统的检索组件评测中，常用的指标有哪些,zh,好未来,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:24f49a0c...(0.9299) |  #2:0a983328...(0.8962) |  #3:a06d5f37...(0.8928) |  #4:99887fcf...(0.8819) |  #5:77e253e7...(0.8565) |  #6:7c362dea...(0.8272) |  #7:c2ca6f6a...(0.8139) |  #8:bf92531b...(0.8139) |  #9:a77d5fe1...(0.8096) |  #10:a87597be...(0.8089)
bottom_up,q045,What is the difference between pruning and quantization in model compression,en,面试常见问题,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:2ca6c71c...(0.8249) |  #2:ca850b02...(0.6879) |  #3:bc6f2774...(0.6682) |  #4:77e253e7...(0.6554) |  #5:65291676...(0.6511) |  #6:7a8a2f37...(0.6271) |  #7:bf92531b...(0.6256) |  #8:9bd8d97a...(0.6231) |  #9:be865ef7...(0.6219) |  #10:0a983328...(0.6171) |  #11:f49041e1...(0.6055) |  #12:15df4c6f...(0.6017) |  #13:3d3124c8...(0.5865) |  #14:c49ff211...(0.5689) |  #15:0890a31a...(0.5232)
bottom_up,q046,全量微调、LoRA和QLoRA分别有什么优缺点,zh,大模型微调指南,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:f49041e1...(0.8556) |  #2:15df4c6f...(0.8510) |  #3:c3507937...(0.8159) |  #4:0890a31a...(0.8155) |  #5:2242b6bd...(0.6951) |  #6:88bcf776...(0.6039) |  #7:7a8a2f37...(0.6020) |  #8:66e3e8e5...(0.5856) |  #9:057b630a...(0.5033) |  #10:7c362dea...(0.4989)
bottom_up,q047,请比较LangChain和LlamaIndex在核心定位上的不同。,zh,面试常见问题,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:1f62beea...(0.8681) |  #2:95ce1fc4...(0.7191) |  #3:607433ef...(0.6338) |  #4:bc6f2774...(0.4348) |  #5:7f837269...(0.4345) |  #6:3d3124c8...(0.4289) |  #7:2ca6c71c...(0.4217) |  #8:0a983328...(0.4110) |  #9:77e253e7...(0.4045) |  #10:55c76298...(0.4021) |  #11:3dcb4c24...(0.4002) |  #12:9bd8d97a...(0.3975)
bottom_up,q048,在代码审查中，除了检查代码格式和命名外，还应关注哪些设计质量方面,zh,python_coding_standards,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:e92f5999...(0.8921) |  #2:c7b37408...(0.6850) |  #3:c5b87c53...(0.5519) |  #4:6d669434...(0.4590) |  #5:f49041e1...(0.4342)
bottom_up,q049,What are the four steps involved in calculating NDCG,en,面试常见问题,6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,, #1:a06d5f37...(0.9194) |  #2:a77d5fe1...(0.8070) |  #3:be865ef7...(0.6832) |  #4:77e253e7...(0.6639) |  #5:4fff061b...(0.6266) |  #6:996a3b64...(0.6218) |  #7:c3507937...(0.6031) |  #8:c2ca6f6a...(0.4816) |  #9:ed1a1585...(0.4351) |  #10:1cab8a39...(0.4340) |  #11:bc6f2774...(0.4318) |  #12:a96a0bd4...(0.4316) |  #13:f49041e1...(0.4287) |  #14:7a8a2f37...(0.3975) |  #15:e455a3de...(0.3973)
